,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
84,SSFLeA5QdUqaj_RODhOrAQ,bubble-hut-bellmore,Bubble Hut,https://s3-media2.fl.yelpcdn.com/bphoto/o60it9NalOis4JlWXQqUUg/o.jpg,False,https://www.yelp.com/biz/bubble-hut-bellmore?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,117,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}]",4.0,"{'latitude': 40.7010745, 'longitude': -73.5515274}","['delivery', 'pickup']","{'address1': '2026 N Jerusalem Rd', 'address2': None, 'address3': '', 'city': 'Bellmore', 'zip_code': '11710', 'country': 'US', 'state': 'NY', 'display_address': ['2026 N Jerusalem Rd', 'Bellmore, NY 11710']}",+15163084987,(516) 308-4987,21991.982029890292,$
85,jgpD4KovcJsWXTbhE5ytHg,gong-cha-new-york-31,Gong Cha,https://s3-media4.fl.yelpcdn.com/bphoto/XOhs_uSpCqvEpFvlVkRdVQ/o.jpg,False,https://www.yelp.com/biz/gong-cha-new-york-31?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,19,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",5.0,"{'latitude': 40.767984, 'longitude': -73.963819}","['delivery', 'pickup']","{'address1': '925 Lexington Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10065', 'country': 'US', 'state': 'NY', 'display_address': ['925 Lexington Ave', 'New York, NY 10065']}",+16468761020,(646) 876-1020,13554.332840966132,
86,wJwbAYEyD_sTJsn_3KL8oQ,yaya-tea-garden-new-york-9,Yaya Tea Garden,https://s3-media3.fl.yelpcdn.com/bphoto/hfhjAJpwt-JaSZUtnwuDjg/o.jpg,False,https://www.yelp.com/biz/yaya-tea-garden-new-york-9?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,80,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'gourmet', 'title': 'Specialty Food'}]",3.5,"{'latitude': 40.7384, 'longitude': -73.98369}","['delivery', 'pickup']","{'address1': '284 3rd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['284 3rd Ave', 'New York, NY 10010']}",+19172614676,(917) 261-4676,15079.05595367327,$
87,47nApwi_HVnCg00D2j6qzA,hero-tang-tea-flushing,Hero Tang Tea,https://s3-media2.fl.yelpcdn.com/bphoto/FRp56jVsSzUgoQXFB-6P3Q/o.jpg,False,https://www.yelp.com/biz/hero-tang-tea-flushing?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,19,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.5,"{'latitude': 40.75762, 'longitude': -73.82859}",[],"{'address1': '41-40 Kissena Blvd', 'address2': None, 'address3': None, 'city': 'Flushing', 'zip_code': '11355', 'country': 'US', 'state': 'NY', 'display_address': ['41-40 Kissena Blvd', 'Flushing, NY 11355']}",,,2260.903867616071,$$
88,f_OiLWqldSmNy1MAvtWlPQ,cyclo-long-island-city,Cyclo,https://s3-media3.fl.yelpcdn.com/bphoto/7KpUQO7Ve9mGD_WG71G1Gg/o.jpg,False,https://www.yelp.com/biz/cyclo-long-island-city?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,508,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 40.745714, 'longitude': -73.953549}","['delivery', 'pickup']","{'address1': '5-51 47th Ave', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['5-51 47th Ave', 'Long Island City, NY 11101']}",+17187868309,(718) 786-8309,12505.749155514286,$$
89,9MSvj1NSKlWZKNA3aQaJOQ,anda-cafe-flushing-2,Anda Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/67ODoxU0_5hPnxUaPbpyQw/o.jpg,False,https://www.yelp.com/biz/anda-cafe-flushing-2?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,19,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'shavedice', 'title': 'Shaved Ice'}]",3.5,"{'latitude': 40.7430580638732, 'longitude': -73.825889}",[],"{'address1': '6002 Main St', 'address2': '', 'address3': None, 'city': 'Flushing', 'zip_code': '11355', 'country': 'US', 'state': 'NY', 'display_address': ['6002 Main St', 'Flushing, NY 11355']}",,,1826.0817148987162,$
90,n1zp9E-wrqUl4M3mrKp_NQ,moge-tee-new-york-4,Moge Tee,https://s3-media1.fl.yelpcdn.com/bphoto/pNhU0zSm_fDMwLSdfh7v3Q/o.jpg,False,https://www.yelp.com/biz/moge-tee-new-york-4?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,82,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 40.75538, 'longitude': -73.99155}","['delivery', 'pickup']","{'address1': '302 West 39th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['302 West 39th St', 'New York, NY 10018']}",+19172620472,(917) 262-0472,15741.595402481784,$
91,JUPxlDVMxuRSsqMcH6RCVg,mitsuwa-marketplace-edgewater-3,Mitsuwa Marketplace,https://s3-media2.fl.yelpcdn.com/bphoto/MRv_ljOJujRDobP3j8ICqw/o.jpg,False,https://www.yelp.com/biz/mitsuwa-marketplace-edgewater-3?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,1647,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'intlgrocery', 'title': 'International Grocery'}]",4.5,"{'latitude': 40.8158107608922, 'longitude': -73.9801246070119}",[],"{'address1': '595 River Rd', 'address2': '', 'address3': '', 'city': 'Edgewater', 'zip_code': '07020', 'country': 'US', 'state': 'NJ', 'display_address': ['595 River Rd', 'Edgewater, NJ 07020']}",+12019419113,(201) 941-9113,16563.76737222898,$$
92,ko-zO9TgVJbQivCTX8aGpQ,lroom-cafe-new-york-2,LRoom Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/7zmvggqj7kFK-n2tngxy9A/o.jpg,False,https://www.yelp.com/biz/lroom-cafe-new-york-2?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,407,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"{'latitude': 40.73697, 'longitude': -73.99551}",[],"{'address1': '41 W 14th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['41 W 14th St', 'New York, NY 10011']}",+16468691229,(646) 869-1229,16089.379813755928,$$
93,mPmzQ6XR_wm1XrwUwLc_qQ,tea-time-bk-brooklyn,Tea Time BK,https://s3-media2.fl.yelpcdn.com/bphoto/DdbQfcAjCnDR1HeqzDNqyg/o.jpg,False,https://www.yelp.com/biz/tea-time-bk-brooklyn?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,6,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 40.7116382799, 'longitude': -73.9430269}","['delivery', 'pickup']","{'address1': '749 Grand St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['749 Grand St', 'Brooklyn, NY 11211']}",+15852283283,(585) 228-3283,12295.03549947463,
94,3iSUdU73rgt1ft-BPmzt_Q,vivi-bubble-tea-great-neck-plaza-2,Vivi Bubble Tea,https://s3-media2.fl.yelpcdn.com/bphoto/DNX8bOVDo-sD1cgl26lUWw/o.jpg,False,https://www.yelp.com/biz/vivi-bubble-tea-great-neck-plaza-2?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,69,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 40.7868153, 'longitude': -73.7263119}",['pickup'],"{'address1': '6 S Station Plz', 'address2': '', 'address3': None, 'city': 'Great Neck Plaza', 'zip_code': '11021', 'country': 'US', 'state': 'NY', 'display_address': ['6 S Station Plz', 'Great Neck Plaza, NY 11021']}",+15164662502,(516) 466-2502,7946.176191190995,$
95,0k6dQ0Ec2dVo1eZ_tPgr0Q,juicy-cube-new-york,Juicy Cube,https://s3-media4.fl.yelpcdn.com/bphoto/jzmvX0L9niMnEd5VkSQcbw/o.jpg,False,https://www.yelp.com/biz/juicy-cube-new-york?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,212,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 40.7602119445801, 'longitude': -73.9696807861328}","['delivery', 'pickup']","{'address1': '674 Lexington Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['674 Lexington Ave', 'New York, NY 10022']}",+12128882188,(212) 888-2188,13930.039600143353,$$
96,6HfkOUronrx92x1dMmwFbA,summer-elmhurst,Summer,https://s3-media1.fl.yelpcdn.com/bphoto/MBoMMIY0qDr4RPpiJ67LKw/o.jpg,False,https://www.yelp.com/biz/summer-elmhurst?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,116,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 40.7353499, 'longitude': -73.88091}","['delivery', 'pickup']","{'address1': '85-36 Grand Ave', 'address2': '', 'address3': None, 'city': 'Elmhurst', 'zip_code': '11373', 'country': 'US', 'state': 'NY', 'display_address': ['85-36 Grand Ave', 'Elmhurst, NY 11373']}",+17188036233,(718) 803-6233,6532.691157213601,$
97,lfXtOthYRtWfVLevtNndww,gotcha-cafe-brooklyn,Gotcha Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/U2f001XUFNfxYvCKj6ZvXw/o.jpg,False,https://www.yelp.com/biz/gotcha-cafe-brooklyn?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,38,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 40.6081742507666, 'longitude': -74.0047300234437}","['delivery', 'pickup']","{'address1': '1712 86th St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11214', 'country': 'US', 'state': 'NY', 'display_address': ['1712 86th St', 'Brooklyn, NY 11214']}",+13477897878,(347) 789-7878,22896.80778541233,$
98,ky2q6_-iCr7i4P1ipG40LQ,coco-fresh-tea-and-juice-syosset,Coco Fresh Tea & Juice,https://s3-media1.fl.yelpcdn.com/bphoto/zO2hYq2dSQg2usfD2wCQqQ/o.jpg,False,https://www.yelp.com/biz/coco-fresh-tea-and-juice-syosset?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,17,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",3.5,"{'latitude': 40.8260586816766, 'longitude': -73.501163039759}","['delivery', 'pickup']","{'address1': '26 Cold Spring Rd', 'address2': None, 'address3': '', 'city': 'Syosset', 'zip_code': '11791', 'country': 'US', 'state': 'NY', 'display_address': ['26 Cold Spring Rd', 'Syosset, NY 11791']}",,,27002.11343247646,
99,QHOK7Y5oFez3N0bULK4rrA,m-tea-new-york-5,M Tea,https://s3-media2.fl.yelpcdn.com/bphoto/XZn918dz5QbYOcDY9iePPA/o.jpg,False,https://www.yelp.com/biz/m-tea-new-york-5?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,60,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.0,"{'latitude': 40.715361, 'longitude': -73.998068}","['delivery', 'pickup']","{'address1': '63 Bayard St', 'address2': 'Unit B', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['63 Bayard St', 'Unit B', 'New York, NY 10013']}",,,16659.41694286538,
100,UQuV1hiPRPqPT2qBcLrQqA,flipper-s-new-york,Flipper’s,https://s3-media3.fl.yelpcdn.com/bphoto/Wtwjg00uPxSxVvI0TIpgYA/o.jpg,False,https://www.yelp.com/biz/flipper-s-new-york?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,398,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'pancakes', 'title': 'Pancakes'}]",3.5,"{'latitude': 40.72242, 'longitude': -74.00357}","['delivery', 'pickup']","{'address1': '337 W Broadway', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['337 W Broadway', 'New York, NY 10013']}",+19172658292,(917) 265-8292,16953.789859585537,$$
101,dzo8wr8lwZtkOj1plyADGQ,mi-tea-flushing,Mi Tea,https://s3-media2.fl.yelpcdn.com/bphoto/c6-xu2SQ6FP5L416fc2Msw/o.jpg,False,https://www.yelp.com/biz/mi-tea-flushing?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,100,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.5,"{'latitude': 40.7594571, 'longitude': -73.8310272}",[],"{'address1': '135-29 Roosevelt Ave', 'address2': '', 'address3': None, 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['135-29 Roosevelt Ave', 'Flushing, NY 11354']}",+17183589188,(718) 358-9188,2539.9460289074123,$
102,Bt4SII8FWQaldRH8s90Czw,tsaôcaa-brooklyn-2,TSAôCAA,https://s3-media2.fl.yelpcdn.com/bphoto/5ZNVQn54yxgqIYfU783j8Q/o.jpg,False,https://www.yelp.com/biz/tsa%C3%B4caa-brooklyn-2?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,88,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.0,"{'latitude': 40.63639, 'longitude': -74.00922}",[],"{'address1': '773 59th St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11220', 'country': 'US', 'state': 'NY', 'display_address': ['773 59th St', 'Brooklyn, NY 11220']}",+13478895999,(347) 889-5999,21190.79237055562,$$
103,RW1PyIjuGQfLCAhK0lhxnQ,tiger-sugar-brooklyn,Tiger Sugar,https://s3-media3.fl.yelpcdn.com/bphoto/FbAHChGK_4lPJ7ADWnpd6A/o.jpg,False,https://www.yelp.com/biz/tiger-sugar-brooklyn?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,159,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'taiwanese', 'title': 'Taiwanese'}]",4.0,"{'latitude': 40.6358699982869, 'longitude': -74.0089598670602}","['delivery', 'pickup']","{'address1': '5903 8th Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11220', 'country': 'US', 'state': 'NY', 'display_address': ['5903 8th Ave', 'Brooklyn, NY 11220']}",+17184382358,(718) 438-2358,21216.92443154793,$
104,soxHF78MXTALY4d9JIn9ug,vivi-bubble-tea-elmhurst,Vivi Bubble Tea,https://s3-media4.fl.yelpcdn.com/bphoto/J8UA9I92xcvxFp6Kf5ZXKg/o.jpg,False,https://www.yelp.com/biz/vivi-bubble-tea-elmhurst?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,120,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.0,"{'latitude': 40.7404822760514, 'longitude': -73.8791940873497}","['delivery', 'pickup']","{'address1': '83-28 Broadway', 'address2': '', 'address3': '', 'city': 'Elmhurst', 'zip_code': '11373', 'country': 'US', 'state': 'NY', 'display_address': ['83-28 Broadway', 'Elmhurst, NY 11373']}",+17185658801,(718) 565-8801,6292.487262893695,$
105,kCiBm502kc7X-d2przZltQ,anda-cafe-flushing-3,Anda Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/CBNtr85ae4ivBTP7AZlQmA/o.jpg,False,https://www.yelp.com/biz/anda-cafe-flushing-3?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,19,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 40.7613116, 'longitude': -73.8308122}","['delivery', 'pickup']","{'address1': '37-11 Main St', 'address2': '', 'address3': None, 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['37-11 Main St', 'Flushing, NY 11354']}",,,2610.422687755483,$
106,j8o8b0cD9vb-mRBd3gvp1g,crepe-n-tearia-fresh-meadows,Crepe N Tearia,https://s3-media3.fl.yelpcdn.com/bphoto/GgSrbzhVPOGbQ0rxbVgPnw/o.jpg,False,https://www.yelp.com/biz/crepe-n-tearia-fresh-meadows?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,165,"[{'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.5,"{'latitude': 40.7262611, 'longitude': -73.7907523}","['delivery', 'pickup']","{'address1': '177-07 Union Tpke', 'address2': '', 'address3': '', 'city': 'Fresh Meadows', 'zip_code': '11366', 'country': 'US', 'state': 'NY', 'display_address': ['177-07 Union Tpke', 'Fresh Meadows, NY 11366']}",+17183800887,(718) 380-0887,2678.129012226462,$
107,FaYZK7zxW_HK1TonKgxuJQ,with-sugar-and-tea-flushing,With Sugar and Tea,https://s3-media4.fl.yelpcdn.com/bphoto/vcIY7WSXLOqojK9wAxvsXQ/o.jpg,False,https://www.yelp.com/biz/with-sugar-and-tea-flushing?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,25,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.0,"{'latitude': 40.7591669024439, 'longitude': -73.8302704319358}",[],"{'address1': '40-12 Main St', 'address2': '', 'address3': None, 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['40-12 Main St', 'Flushing, NY 11354']}",+19293287454,(929) 328-7454,2468.6767395828206,
108,YG28LQTkRc0oTE3oQDQZzw,prince-tea-house-astoria-2,Prince Tea House,https://s3-media2.fl.yelpcdn.com/bphoto/mRee0p-KdIpxcAtWlL2IbA/o.jpg,False,https://www.yelp.com/biz/prince-tea-house-astoria-2?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,342,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 40.7600826432573, 'longitude': -73.9179300909083}","['delivery', 'pickup']","{'address1': '31-47 Steinway St', 'address2': None, 'address3': None, 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['31-47 Steinway St', 'Astoria, NY 11103']}",+19292080072,(929) 208-0072,9600.249329026921,$$
109,zgjELaaa1JQMmmObrxFB6Q,modern-tea-shop-new-york,Modern Tea Shop,https://s3-media3.fl.yelpcdn.com/bphoto/2Yo7KOea9OpVw07x4OCNEg/o.jpg,False,https://www.yelp.com/biz/modern-tea-shop-new-york?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,48,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 40.76178, 'longitude': -73.9871}","['delivery', 'pickup']","{'address1': '300 W 49th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['300 W 49th St', 'New York, NY 10019']}",+16468501333,(646) 850-1333,15411.114733334762,
110,-_lMhackD4Y7iAnD7pxQtg,yaya-tea-garden-elmhurst,Yaya Tea Garden,https://s3-media4.fl.yelpcdn.com/bphoto/EuiPsHd_SgvPTJ0Mad9XGg/o.jpg,False,https://www.yelp.com/biz/yaya-tea-garden-elmhurst?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,56,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"{'latitude': 40.74175, 'longitude': -73.87853}","['delivery', 'pickup']","{'address1': '86-12 Whitney Ave', 'address2': '', 'address3': None, 'city': 'Elmhurst', 'zip_code': '11373', 'country': 'US', 'state': 'NY', 'display_address': ['86-12 Whitney Ave', 'Elmhurst, NY 11373']}",+13475698252,(347) 569-8252,6220.218495198346,$
111,uqzVqsDfrsH2mWVGn_yOSQ,patea-new-york-3,PaTea,https://s3-media1.fl.yelpcdn.com/bphoto/ZWZWMvzj9mlAtnz-VnC7Aw/o.jpg,False,https://www.yelp.com/biz/patea-new-york-3?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,227,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'tea', 'title': 'Tea Rooms'}]",4.0,"{'latitude': 40.73306, 'longitude': -73.98589}","['delivery', 'pickup']","{'address1': '227 E 14th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['227 E 14th St', 'New York, NY 10003']}",+19178622691,(917) 862-2691,15319.884552886066,$
112,6te4OnT_atBTr0kX28nXIA,yummy-boba-desserts-brooklyn,Yummy Boba Desserts,https://s3-media3.fl.yelpcdn.com/bphoto/rhh0HJ6bG7TtL1cb9yQScA/o.jpg,False,https://www.yelp.com/biz/yummy-boba-desserts-brooklyn?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,7,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 40.63776, 'longitude': -74.01105}","['delivery', 'pickup']","{'address1': '5814 7th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11220', 'country': 'US', 'state': 'NY', 'display_address': ['5814 7th Ave', 'Brooklyn, NY 11220']}",+13477259412,(347) 725-9412,21237.368333473703,
113,iiayFEGFCSmgYnN8efi5hg,vivi-bubble-tea-long-island-city-2,Vivi Bubble Tea,https://s3-media2.fl.yelpcdn.com/bphoto/jEz2m1Gc5q-HEj5kdf-y5A/o.jpg,False,https://www.yelp.com/biz/vivi-bubble-tea-long-island-city-2?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,25,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 40.76002, 'longitude': -73.91851}",[],"{'address1': '31-54 Steinway St', 'address2': None, 'address3': '', 'city': 'Long Island City', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['31-54 Steinway St', 'Long Island City, NY 11103']}",+17184069320,(718) 406-9320,9639.982142563376,
114,56rTisZA_iEekMsyZHvSHQ,momentea-kitchen-new-york-2,MomenTea Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/i-tn6yooo-awW4m0Xt1iRg/o.jpg,False,https://www.yelp.com/biz/momentea-kitchen-new-york-2?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,47,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 40.7551628731681, 'longitude': -73.9885599911213}","['delivery', 'pickup']","{'address1': '213 W 40th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['213 W 40th St', 'New York, NY 10018']}",+16466660308,(646) 666-0308,15473.820911852821,$$
